temperatura,epsilon,M,m,CH,xi
1.546,-0.78672,-47.2,0.01888,4943.395587866401,17613.45407503234
1.547,-0.77344,-14.8,0.00592,3693.7109221226488,16119.629390217628
1.548,-0.7670399999999999,3.6,0.00144,3226.0050848677333,18063.049095607235
1.549,-0.76832,28.6,0.01144,5639.629779821436,8960.074600100423
1.55,-0.7873600000000001,94.4,0.03776,2304.9323621227886,21138.236559139787
1.551,-0.7792,-31.6,0.01264,4488.783560624652,3208.1381187764164
1.552,-0.7672,20.2,0.00808,2836.011029628842,29264.86254295533
1.553,-0.78608,-26.6,0.01064,2516.580339119355,14774.586821206269
1.554,-0.7664,34.8,0.013919999999999998,9629.044378079125,16066.466466466469
1.555,-0.76512,13.2,0.00528,6299.0617917055815,11799.185423365489
1.556,-0.76736,-67.8,0.02712,3253.1285589354197,17547.814910025707
1.557,-0.7572800000000001,56.8,0.022719999999999997,4631.794102925163,14920.545208021125
1.558,-0.7902399999999999,7.4,0.00296,5118.6023649980425,22888.061617458283
1.559,-0.7936,-46.6,0.01864,3402.710089987218,16798.831159575228
1.56,-0.77152,15.0,0.006,2718.679231499744,17465.099715099714
1.561,-0.78064,15.8,0.00632,3232.686694765447,11351.953875720692
1.562,-0.78368,34.0,0.0136,2997.350103804451,27458.813486982497
1.563,-0.75584,-37.6,0.015040000000000001,1733.7009916121644,10988.441032203029
1.564,-0.764,-3.4,0.0013599999999999999,1827.4925523046609,4703.069053708441
1.565,-0.7704,64.8,0.02592,5540.074468000649,14145.090521831735
1.566,-0.76112,42.8,0.01712,2696.798960310458,8622.789839648078
1.567,-0.74416,-55.8,0.02232,3077.658077700839,7073.927533148974
1.568,-0.7576,27.0,0.0108,1426.272039428016,22384.495464852607
1.569,-0.7670399999999999,1.4,0.00056,3920.156704444051,15351.34905459953
1.57,-0.78368,-6.6,0.00264,3843.9062211223354,19976.249115357394
1.571,-0.77088,-9.2,0.0036799999999999997,4615.518497824343,19981.15849777212
1.572,-0.7712,36.6,0.01464,4965.321166785728,8109.7257562906425
1.573,-0.772,32.4,0.01296,3674.711182079847,9848.866285229922
1.574,-0.7814399999999999,-20.6,0.00824,4404.769657147479,14450.402371876324
1.575,-0.7752,38.2,0.015280000000000002,2564.5866577083507,4132.035273368606
1.576,-0.75808,49.6,0.01984,5429.43933394602,9339.42470389171
1.577,-0.7622399999999999,-23.8,0.00952,1155.4813185257804,21424.33594025224
1.578,-0.74528,48.0,0.0192,5482.795850349715,10162.512322208138
1.579,-0.76576,8.4,0.00336,5091.382840425152,11990.035887692633
1.58,-0.76464,-27.2,0.010879999999999999,1845.074685324645,7757.074542897328
1.581,-0.74016,35.6,0.014240000000000001,4409.947720152992,12116.55070630403
1.582,-0.75232,-15.4,0.0061600000000000005,2544.143456844977,13038.938053097345
1.583,-0.75344,-13.4,0.00536,4289.912459987033,14740.534849441989
1.584,-0.76064,18.0,0.0072,6317.665997800677,17430.976430976432
1.585,-0.75648,-14.6,0.00584,1543.8107653574023,18575.842972309845
1.586,-0.74288,80.0,0.032,1057.3815547664592,12650.693568726356
1.587,-0.76176,-13.6,0.0054399999999999995,1826.010458055084,8221.130014702796
1.588,-0.7592,-8.4,0.00336,6646.8990420033815,16333.501259445844
1.589,-0.7632,-52.6,0.02104,1833.456703529866,16573.973847982656
1.59,-0.7601600000000001,43.0,0.0172,3724.817495791744,25195.387840670857
1.591,-0.7504,63.2,0.02528,1144.7870772852868,8576.6883162232
1.592,-0.752,-87.8,0.03512,3846.7042078062004,10633.417085427136
1.593,-0.75456,40.6,0.01624,1949.2407692667066,8218.20464532329
1.594,-0.7416,34.0,0.0136,2843.858390615442,17794.507179701657
1.595,-0.7457600000000001,-12.8,0.00512,4361.173075474233,21175.172413793112
1.596,-0.7569600000000001,11.8,0.00472,5678.98442848977,11384.823169033696
1.597,-0.76656,-75.0,0.03,4064.463560332655,9673.276281917484
1.598,-0.74944,-65.8,0.02632,3981.057534545075,8233.319427061606
1.599,-0.744,-1.6,0.00064,2035.8773847997293,18749.94093530679
1.6,-0.7528,-131.4,0.05256,2583.680555555555,7213.361111111111
1.601,-0.7510399999999999,-3.4,0.0013599999999999999,3740.0457041366985,15157.22118120619
1.602,-0.752,-76.4,0.030560000000000004,2819.33614331787,9858.676654182273
1.603,-0.72,-91.6,0.03664,5103.067777583628,13391.44659319332
1.604,-0.74,55.4,0.02216,4791.636867929925,19617.650318647826
1.605,-0.71232,-40.6,0.01624,1698.8102901865389,23602.381446867425
1.606,-0.7260800000000001,-4.4,0.00176,2428.6950778361415,18315.649647156497
1.607,-0.7257600000000001,-65.6,0.02624,5413.913519901285,19563.18882666114
1.608,-0.74256,-70.2,0.02808,4922.114139088964,36350.16583747927
1.609,-0.7504,42.0,0.0168,7879.165640375987,5868.65547959395
1.61,-0.73264,80.6,0.03224,4571.085649130478,22126.18357487923
1.611,-0.72928,32.4,0.01296,2241.024435042054,13569.928960617972
1.612,-0.73088,-78.4,0.03136,534.7267974339132,15369.06534325889
1.613,-0.7198399999999999,-2.6,0.0010400000000000001,4696.223565154665,5832.086519253288
1.614,-0.73152,79.4,0.031760000000000004,4046.651553826229,23734.572490706323
1.615,-0.7337600000000001,29.6,0.01184,4914.640757177349,15536.456828345372
1.616,-0.72448,0.2,8.0e-5,1019.5078913831974,20745.572057205718
1.617,-0.7078399999999999,-33.6,0.01344,2933.4442621835506,8153.810210953067
1.618,-0.7184,-14.6,0.00584,1656.9532873291116,10116.76967449526
1.619,-0.72752,-40.6,0.01624,2807.983858213127,10656.262439091346
1.62,-0.7270399999999999,-46.6,0.01864,872.7666852952632,13209.35528120713
1.621,-0.74992,-43.6,0.01744,2755.0524934299965,27632.216053190765
1.622,-0.7329600000000001,100.4,0.04016,1883.2030940508541,12632.30579531442
1.623,-0.72592,-42.6,0.01704,1897.8906837474124,2458.0269733689324
1.624,-0.7329600000000001,5.8,0.00232,5008.951658348635,8987.657361795293
1.625,-0.71168,7.2,0.00288,3413.0640368178824,13819.733333333335
1.626,-0.73248,43.0,0.0172,2062.695493703605,15968.97635643023
1.627,-0.72288,16.4,0.00656,2350.2863332731845,17603.9336201598
1.628,-0.74224,-36.2,0.014480000000000002,2285.220221338158,12908.79060879061
1.629,-0.7195199999999999,-27.6,0.011040000000000001,7156.356115993083,27057.799604392603
1.63,-0.72528,21.2,0.00848,3231.903513284069,23223.012951601908
1.631,-0.71728,-35.6,0.014240000000000001,3687.730011663038,4721.738538047551
1.632,-0.72096,-5.4,0.00216,6570.923576402239,10506.018518518516
1.633,-0.72464,-36.0,0.0144,2795.2432565043937,11711.77791385997
1.634,-0.72064,-28.4,0.011359999999999999,3788.92635933576,11660.981912144702
1.635,-0.72944,-2.8,0.00112,1136.4716566860045,5584.070676180767
1.636,-0.73888,-33.8,0.013519999999999999,2003.016879781127,21720.42923118718
1.637,-0.70704,-14.0,0.0056,3110.649545622112,18262.132627435007
1.638,-0.72192,-40.8,0.016319999999999998,2956.244226085496,5487.016687016689
1.639,-0.7115199999999999,-33.0,0.0132,1236.288093145483,15900.888075384719
1.64,-0.7097600000000001,-1.2,0.00047999999999999996,1915.790865225726,5555.663956639567
1.641,-0.70832,9.2,0.0036799999999999997,3194.001764900368,8750.87006567811
1.642,-0.6984,39.6,0.01584,1817.561707835445,12488.185140073081
1.643,-0.70544,-24.0,0.0096,5167.737728864092,14631.771150334753
1.644,-0.70768,-26.4,0.01056,2037.8362271910146,10108.029197080292
1.645,-0.71232,31.6,0.01264,1198.0508515462923,25360.51334008781
1.646,-0.7078399999999999,-43.2,0.01728,4484.543126178138,18065.72161468881
1.647,-0.71872,42.4,0.01696,2014.3624745688667,5678.634554408688
1.648,-0.70448,-15.6,0.00624,5455.3392821608495,11433.549083063645
1.649,-0.69808,27.6,0.011040000000000001,3325.225150901149,9496.287312175726
1.65,-0.70704,-63.8,0.025519999999999998,1145.9402101826345,4902.060606060605
1.651,-0.7177600000000001,-47.8,0.019119999999999998,4671.344516916515,9123.332660340535
1.652,-0.72864,25.2,0.01008,4015.5792279566244,10809.362389023405
1.653,-0.72032,1.6,0.00064,4565.836715269688,5001.976204880016
1.654,-0.72,0.8,0.00032,1442.6448749309748,20105.978772000537
1.655,-0.72224,-8.8,0.00352,3132.5988870735637,10738.207452165158
1.656,-0.70096,60.0,0.024,886.1220668964139,5106.816961889425
1.657,-0.7166399999999999,-33.0,0.0132,3614.8668513548364,23795.212230939447
1.658,-0.7115199999999999,69.0,0.0276,4977.131586865292,20743.197962739578
1.659,-0.7118399999999999,46.8,0.01872,1248.5159279400127,10214.02451275869
1.66,-0.7260800000000001,41.4,0.01656,2255.1894324285095,10614.752342704152
1.661,-0.72048,-75.8,0.03032,2279.8606975537014,10855.816442571411
1.662,-0.68592,-55.6,0.02224,5268.566667776874,9467.468912956278
1.663,-0.7,-76.2,0.03048,2314.492565142612,7225.736620565244
1.664,-0.70192,26.8,0.01072,2885.4500534188032,16999.57264957265
1.665,-0.69968,4.0,0.0016,5259.858457055654,9319.71971971972
1.666,-0.70368,34.8,0.013919999999999998,1147.5418498732026,7935.547552354276
1.667,-0.6796800000000001,2.8,0.00112,2114.738020202399,12422.688795574217
1.668,-0.69728,-46.4,0.01856,2110.9251687379115,6221.58273381295
1.669,-0.7148800000000001,7.0,0.0028,1166.395805608517,19855.535583516412
1.67,-0.6916800000000001,38.6,0.01544,3725.3078672993333,12301.823020625417
1.671,-0.69424,-7.0,0.0028,2043.0582858396215,6769.200079792539
1.672,-0.7025600000000001,24.4,0.00976,2050.7899442676576,13163.636363636362
1.673,-0.696,34.4,0.01376,5019.062648605949,10459.347811649068
1.674,-0.69024,17.0,0.0068,3256.0199875624908,7887.030399575203
1.675,-0.70832,76.0,0.0304,2738.6886463206356,18096.18573797678
1.676,-0.6945600000000001,-60.8,0.024319999999999998,2986.5529486743762,18446.671970299656
1.677,-0.70016,41.2,0.01648,3760.2049167552354,2726.137944742596
1.678,-0.7,45.0,0.018,3741.8971731202796,24114.024632499008
1.679,-0.70768,-21.4,0.00856,3107.818107883733,10957.871749056978
1.68,-0.7145600000000001,-57.0,0.0228,3464.6006550768466,8326.5873015873
1.681,-0.68992,35.8,0.01432,1573.837592382685,9708.216008989357
1.682,-0.6985600000000001,-6.8,0.0027199999999999998,1396.5217973243073,15046.743295019161
1.683,-0.6856,27.0,0.0108,1153.9124933740056,6232.389251997095
1.684,-0.7072,69.8,0.02792,8494.39777227366,7816.547901821061
1.685,-0.6952,-19.6,0.00784,4161.6990551999215,6125.051104516979
1.686,-0.6984,127.0,0.0508,2248.0233639329062,7976.934229603268
1.687,-0.6905600000000001,51.0,0.0204,2802.4979267947824,10365.935585852598
1.688,-0.6836800000000001,-41.0,0.0164,1316.5447516652566,4914.296998420222
1.689,-0.70448,1.4,0.00056,4322.485249852489,9306.256167357411
1.69,-0.6776,-19.2,0.007679999999999999,3151.150169811982,12133.175542406312
1.691,-0.68848,53.0,0.0212,2601.3112169655965,5987.909849530191
1.692,-0.71328,-29.2,0.01168,6808.162890184252,26304.80693459417
1.693,-0.7,13.8,0.005520000000000001,3399.2549534639556,5257.964166174442
1.694,-0.6926399999999999,-6.6,0.00264,1891.3122701895911,11092.771874590057
1.695,-0.67104,43.6,0.01744,2547.1565490883113,6119.855784988529
1.696,-0.6876800000000001,21.4,0.00856,2358.243344804399,9860.613207547172
1.697,-0.70112,33.2,0.013280000000000002,2346.822306618251,12283.742552216327
1.698,-0.69872,18.2,0.00728,4517.258500535439,11921.188326135323
1.699,-0.6846399999999999,-31.4,0.01256,1293.886246603993,9173.526911254985
1.7,-0.67408,-35.6,0.014240000000000001,1512.0953479430984,2210.091503267974
1.701,-0.6774399999999999,0.8,0.00032,6459.080891694966,9897.550460513427
1.702,-0.676,-54.2,0.02168,4069.1588231566775,5248.962005483744
1.703,-0.7,-25.4,0.010159999999999999,518.8898072135107,9696.900893847456
1.704,-0.68192,13.2,0.00528,2863.9232368651133,11040.271257172666
1.705,-0.6768,-38.4,0.015359999999999999,3853.959135389463,4202.437275985662
1.706,-0.68176,-85.6,0.03424,1381.0225608045591,6710.329555816073
1.707,-0.69216,-16.4,0.00656,2361.382182505377,8528.438456030724
1.708,-0.67248,25.4,0.010159999999999999,2026.922029225558,20733.827738745767
1.709,-0.6712,0.0,0.0,923.0723930480597,3799.4928808269938
1.71,-0.6854399999999999,134.6,0.05384,4136.900622793718,18755.58154645874
1.711,-0.68,-49.8,0.01992,886.6052730469075,3249.2759270082474
1.712,-0.66832,3.6,0.00144,1623.200958841626,3715.3686396677053
1.713,-0.66976,2.0,0.0008,2953.1391587083963,13736.524615683984
1.714,-0.69392,6.4,0.00256,4427.264520749569,18724.12809542331
1.715,-0.6721600000000001,-58.0,0.0232,1700.2137242513272,7715.4518950437305
1.716,-0.67952,-31.0,0.0124,3085.1217331403814,9360.916860916861
1.717,-0.69104,2.6,0.0010400000000000001,2257.0704088120965,8091.658577622467
1.718,-0.67504,-36.6,0.01464,3055.536356434469,2454.0421678954863
1.719,-0.67792,-25.2,0.01008,2037.161686172282,3497.2270700019394
1.72,-0.664,15.2,0.0060799999999999995,4768.9441740280035,7510.697674418605
1.721,-0.6752,17.2,0.00688,1899.1191251957441,13986.803537994705
1.722,-0.67072,-10.0,0.004,2463.829958801773,2482.9010194863854
1.723,-0.68112,-38.2,0.015280000000000002,2328.3289844838578,5688.50196685368
1.724,-0.6774399999999999,0.2,8.0e-5,3585.4912734343825,12014.153132250583
1.725,-0.676,26.0,0.0104,880.9353777217672,10615.652173913044
1.726,-0.6905600000000001,-23.2,0.00928,3916.143424635319,8469.267413415731
1.727,-0.6774399999999999,69.8,0.02792,1648.95108964387,9720.877565463552
1.728,-0.65808,-3.6,0.00144,1911.210657674135,6090.432098765433
1.729,-0.65728,-39.2,0.01568,1990.769809101062,10380.926675663519
1.73,-0.6481600000000001,27.8,0.01112,2382.4681375551772,11231.059730250483
1.731,-0.67504,18.2,0.00728,2188.66967112589,10843.545798831761
1.732,-0.68112,37.6,0.015040000000000001,1248.1324830315975,6439.722863741338
1.733,-0.68784,-33.0,0.0132,7495.722929835329,8068.8593960377
1.734,-0.66768,56.2,0.02248,1840.0635842157537,8749.173394848136
1.735,-0.6608,25.2,0.01008,2694.2245919232687,6171.091898815241
1.736,-0.67488,21.6,0.00864,1344.7349109605689,7861.136712749617
1.737,-0.6502399999999999,-3.2,0.00128,464.5414293995462,5260.25714834005
1.738,-0.6681600000000001,4.0,0.0016,3684.5123092956333,10065.720496100243
1.739,-0.67408,42.8,0.01712,3544.89049141148,10082.525078269759
1.74,-0.64976,-2.2,0.00088,1065.6919305353708,12654.636015325668
1.741,-0.6644800000000001,-19.8,0.00792,1813.5664030973323,8291.250239326057
1.742,-0.66672,14.0,0.0056,1314.6900546869701,5977.293022069141
1.743,-0.65664,50.2,0.02008,3704.365678250892,6718.148785618664
1.744,-0.6568,35.6,0.014240000000000001,2074.098233407214,5733.333333333334
1.745,-0.6664,-23.4,0.00936,2133.6077335617565,4764.877427570836
1.746,-0.67296,-24.8,0.00992,1173.5546082093717,11728.242331678755
1.747,-0.65808,79.8,0.03192,2462.844055250893,8806.690835082363
1.748,-0.67296,-25.8,0.010320000000000001,740.317945728248,9656.979405034324
1.749,-0.65984,-31.6,0.01264,1890.174094236793,4021.4979988564887
1.75,-0.66384,50.6,0.02024,2734.672108843537,7912.152380952381
1.751,-0.6564800000000001,-56.0,0.0224,5873.796736095868,11988.070309029761
1.752,-0.65968,0.0,0.0,1267.2912482132474,12355.657026889903
1.753,-0.67088,-19.8,0.00792,3007.1720150076576,5626.139316726882
1.754,-0.67008,-45.6,0.01824,2662.5211404357688,14787.178512606108
1.755,-0.6592,13.8,0.005520000000000001,4527.524578173518,2779.841722063945
1.756,-0.66464,99.4,0.039760000000000004,2082.6883306841387,14482.434826626171
1.757,-0.6664,-51.0,0.0204,3522.3858700583564,2074.3691899070386
1.758,-0.65376,18.2,0.00728,1626.9738037027112,6851.447351788646
1.759,-0.64912,-13.4,0.00536,1946.7133823868505,8950.06000884341
1.76,-0.64896,57.0,0.0228,1984.848484848485,6818.813131313132
1.761,-0.65168,1.8,0.00072,1967.5179108171244,5200.302858224493
1.762,-0.65088,-51.8,0.02072,1001.8539967867493,5108.563501072013
1.763,-0.67552,-45.2,0.018080000000000002,832.5587615516832,5771.07203630176
1.764,-0.65872,20.6,0.00824,1728.8749715053568,3151.448727639204
1.765,-0.66368,43.8,0.017519999999999997,2405.7331332407775,3700.3210576015103
1.766,-0.65392,13.6,0.0054399999999999995,1680.499104985022,15053.630300742421
1.767,-0.66064,5.8,0.00232,1537.846112259307,8021.857511161416
1.768,-0.65488,20.2,0.00808,1503.8025884445894,6830.291603821015
1.769,-0.648,-41.0,0.0164,1853.1294763087774,6908.736888386407
1.77,-0.65472,-6.4,0.00256,2355.8435386454153,9889.667294413057
1.771,-0.66768,12.6,0.00504,1642.682829926588,15039.864483342742
1.772,-0.6382399999999999,79.0,0.0316,854.3001776088314,6806.245297215952
1.773,-0.6561600000000001,23.6,0.00944,1953.8691847425125,7019.765620104029
1.774,-0.63744,2.6,0.0010400000000000001,1985.27846871897,5772.291118627082
1.775,-0.644,24.4,0.00976,2460.464193612379,4329.164319248826
1.776,-0.65776,-26.6,0.01064,2048.7266545825105,7228.253253253254
1.777,-0.64656,2.0,0.0008,3091.3355769288623,10885.262302257237
1.778,-0.64912,35.6,0.014240000000000001,2667.8892360052287,9262.242219722537
1.779,-0.6416,-59.0,0.0236,2908.624266853638,11121.978639685216
1.78,-0.63936,-11.2,0.00448,4047.973740689307,18323.695380774036
1.781,-0.65056,-21.4,0.00856,1706.284114674382,5476.598664919833
1.782,-0.65296,38.0,0.0152,2775.0590663672097,3216.361142287068
1.783,-0.63248,89.8,0.03592,1390.2515259350505,7799.314513616254
1.784,-0.624,64.6,0.02584,1233.35143142499,5446.462381664174
1.785,-0.65952,33.4,0.013359999999999999,2623.2924542365963,9248.95113600996
1.786,-0.63888,36.0,0.0144,1308.6730311280096,11135.996018414831
1.787,-0.6270399999999999,-79.8,0.03192,831.1111069357925,4449.642479636883
1.788,-0.62288,-53.2,0.02128,3791.4541720676566,3984.1909023117073
1.789,-0.64384,45.4,0.01816,4393.951276474466,5431.7371591826595
1.79,-0.62976,-12.0,0.0048,727.0684435566932,8351.582867783985
1.791,-0.65312,15.2,0.0060799999999999995,4397.001378184981,8125.6653638563175
1.792,-0.6390399999999999,-40.8,0.016319999999999998,1484.9950396825398,6137.5
1.793,-0.6368,23.8,0.00952,1670.028324468393,3672.776848236971
1.794,-0.64304,56.6,0.02264,1183.680520600689,5406.193484454353
1.795,-0.63184,-57.0,0.0228,2385.1942662007764,7670.318786753328
1.796,-0.6312,9.8,0.00392,4098.5797579266855,14612.9423410047
1.797,-0.644,38.0,0.0152,3839.674394290092,6556.112038582824
1.798,-0.6472,9.6,0.0038399999999999997,1596.1375944845402,14850.475837350139
1.799,-0.62576,8.8,0.00352,1445.1718299294669,4059.143968871597
1.8,-0.64976,13.6,0.0054399999999999995,2216.1316872427983,6407.802469135803
1.801,-0.64368,-17.0,0.0068,2945.4780521881557,3857.2398050465795
1.802,-0.64576,7.4,0.00296,1958.005855020025,22431.39721297324
1.803,-0.62048,32.6,0.013040000000000001,1396.4934062054504,6663.486781290442
1.804,-0.6379199999999999,-56.4,0.02256,1612.6327358818842,5154.865730475488
1.805,-0.6190399999999999,56.2,0.02248,4131.146255101718,4577.1375807940885
1.806,-0.66464,-67.6,0.027039999999999998,3935.5301041154394,7200.590623846439
1.807,-0.6382399999999999,-24.6,0.00984,1506.4496867875416,9539.715919572036
1.808,-0.63664,4.6,0.0018399999999999998,2365.1573689752086,11100.811209439526
1.809,-0.63952,26.2,0.01048,2102.434751424921,10902.254161292305
1.81,-0.63056,12.2,0.00488,2978.555124826607,11380.454266421119
1.811,-0.62448,-19.8,0.00792,2741.7508311767306,8601.48475366587
1.812,-0.6292800000000001,-28.6,0.01144,1602.7562143960547,4844.272749570761
1.813,-0.62624,53.4,0.02136,1677.9524777318493,4315.033400747686
1.814,-0.63744,-16.4,0.00656,2446.5139108200724,8952.002940095554
1.815,-0.62384,39.2,0.01568,1037.7217369453783,11243.195592286502
1.816,-0.64448,51.4,0.02056,3095.1287408816183,6501.7376407244265
1.817,-0.61216,9.2,0.0036799999999999997,1472.4130704526222,8454.571026722926
1.818,-0.632,-1.2,0.00047999999999999996,2074.0859075517624,9728.003911502261
1.819,-0.64944,-5.4,0.00216,1793.9712847867288,10404.27585364364
1.82,-0.6332800000000001,38.8,0.015519999999999999,1028.1098632746985,9978.608058608057
1.821,-0.60416,54.4,0.021759999999999998,833.3364327454872,6247.019342241747
1.822,-0.6419199999999999,18.6,0.00744,2304.6905803216346,4659.129162092937
1.823,-0.63088,-0.8,0.00032,2604.1357927547956,7899.652587310294
1.824,-0.624,44.2,0.01768,2487.9450087206324,3789.6929824561394
1.825,-0.6292800000000001,-56.2,0.02248,1097.4783678405372,8132.7001522069995
1.826,-0.61328,28.6,0.01144,1227.4395467628422,1977.8751369112815
1.827,-0.60736,3.6,0.00144,1281.646327541552,8707.802712400415
1.828,-0.6227199999999999,-31.4,0.01256,1995.9130493535736,1762.727935813275
1.829,-0.60752,-21.8,0.00872,3555.352547428156,2059.3888585140635
1.83,-0.6288,-5.0,0.002,1185.9283811268042,3031.5725561627196
1.831,-0.6270399999999999,64.8,0.02592,2928.6533157454523,10196.832332058986
1.832,-0.6224,69.6,0.027839999999999997,5702.705050543574,10172.634643376998
1.833,-0.6302399999999999,65.8,0.02632,3525.4603814458033,9549.105898042066
1.834,-0.63344,24.6,0.00984,4663.26576859596,9337.234944868533
1.835,-0.61264,16.0,0.0064,937.0855163458865,6160.702391765062
1.836,-0.60768,2.0,0.0008,550.384493882009,3810.2154442023725
1.837,-0.64032,7.0,0.0028,2162.8967860619964,8582.713361156475
1.838,-0.6,-7.2,0.00288,2440.715748576282,4261.733768589045
1.839,-0.62032,-14.4,0.00576,1260.6116136033008,6182.4904839586725
1.84,-0.61312,-0.8,0.00032,2281.8735559756356,8928.599033816427
1.841,-0.6097600000000001,-9.0,0.0036,1584.5510858759983,2427.304001448488
1.842,-0.62432,38.6,0.01544,1722.5712451479658,9615.659307515984
1.843,-0.6224,3.8,0.0015199999999999999,1043.6429813292125,2186.9898112980045
1.844,-0.6176,-32.6,0.013040000000000001,1932.3580571645466,9998.577970595323
1.845,-0.63664,16.0,0.0064,1418.921554466975,4262.812405901837
1.846,-0.61216,-11.2,0.00448,1653.9719468015135,3378.451908029374
1.847,-0.61488,6.4,0.00256,1485.2644301649098,5616.21849245022
1.848,-0.624,39.0,0.0156,1473.1941138867544,2636.9648869648872
1.849,-0.6192,-21.8,0.00872,973.4406887092873,1374.6529655669729
1.85,-0.60416,-27.4,0.01096,1283.2205178151123,10610.474474474471
1.851,-0.616,-41.4,0.01656,1117.661612186014,12488.168557536465
1.852,-0.60688,7.0,0.0028,3587.8425622278505,10959.083273338132
1.853,-0.60512,4.2,0.00168,2587.5462879501483,1911.3509624033102
1.854,-0.61856,-8.8,0.00352,4540.183225645953,6821.622917415797
1.855,-0.6140800000000001,4.6,0.0018399999999999998,2128.3580716017273,11996.430068882899
1.856,-0.6008,52.2,0.020880000000000003,2684.9340236490943,2939.870689655171
1.857,-0.6128,7.4,0.00296,2280.7032636669087,7834.883025189973
1.858,-0.6112,-6.0,0.0024,1829.190810942547,7253.67778973807
1.859,-0.5952,-43.2,0.01728,1473.3017588150622,3206.598529675452
1.86,-0.61616,69.2,0.02768,1223.468352153749,3470.5854241338106
1.861,-0.62448,53.4,0.02136,1443.4956762277848,6764.368021971461
1.862,-0.5944,30.0,0.012,840.1649615317511,10996.538966463779
1.863,-0.6030399999999999,-8.2,0.00328,2034.9764946423497,5021.506530685275
1.864,-0.59904,51.8,0.02072,1329.5101729222822,4871.936099189318
1.865,-0.60656,-21.2,0.00848,2645.9983979695903,6987.286267500744
1.866,-0.6302399999999999,-23.2,0.00928,1830.3377628998055,4494.557580088126
1.867,-0.6128,36.4,0.01456,2847.962371603179,6904.3861215259185
1.868,-0.61136,-7.0,0.0028,1058.1307019916944,8200.45205805377
1.869,-0.59232,-3.0,0.0012,1032.9262744482082,3752.5711907734385
1.87,-0.6048,-59.6,0.02384,2279.6063815252237,5730.623885918004
1.871,-0.5878399999999999,72.0,0.0288,2098.612479511293,4780.806461191281
1.872,-0.60464,-1.4,0.00056,3460.249916802623,3085.493827160494
1.873,-0.60592,-42.8,0.01712,1817.2903245259479,2629.2697395740643
1.874,-0.5984,2.2,0.00088,1522.7062560168854,7844.159848215346
1.875,-0.5905600000000001,-19.2,0.007679999999999999,1773.365728395062,13651.531851851854
1.876,-0.5976,53.6,0.02144,2007.679139079706,12566.12177209192
1.877,-0.60016,-52.0,0.0208,2129.874387858697,7441.662226957911
1.878,-0.6107199999999999,3.6,0.00144,5666.745930843077,2149.2367767128153
1.879,-0.6070399999999999,33.4,0.013359999999999999,302.318411239709,3198.415232688782
1.88,-0.60736,26.6,0.01064,1575.574669282229,8537.612293144208
1.881,-0.62432,-26.2,0.01048,1345.381902569662,12148.83336286845
1.882,-0.6008,-52.2,0.020880000000000003,2536.976450589504,12075.309953949702
1.883,-0.60464,6.2,0.00248,2754.0925206794946,6548.628075765622
1.884,-0.5918399999999999,-43.4,0.01736,1529.0731249458447,10341.613588110404
1.885,-0.61088,-32.0,0.0128,1102.5226691557982,11056.646035956383
1.886,-0.60416,-15.2,0.0060799999999999995,2102.348286150573,6472.581595381171
1.887,-0.6048,-26.0,0.0104,1805.3528449737807,14089.854560442796
1.888,-0.60512,11.6,0.00464,3040.114590315682,3152.919020715631
1.889,-0.60368,39.6,0.01584,2405.4138876207858,5164.3079818834185
1.89,-0.60336,20.2,0.00808,2220.1195064216818,5294.038800705468
1.891,-0.5968,-77.0,0.0308,1272.7244310174503,8406.25183618309
1.892,-0.60096,-74.0,0.0296,515.7032739509754,8055.43810194973
1.893,-0.58896,37.8,0.015119999999999998,2610.966883208514,5190.796501731526
1.894,-0.5857600000000001,-8.0,0.0032,1234.4508882790726,5821.424381086473
1.895,-0.58304,-26.6,0.01064,2456.6925723002328,3339.3374377015543
1.896,-0.6064,49.2,0.01968,1472.7380267090784,12278.574777308955
1.897,-0.59936,11.8,0.00472,2954.425507806549,5400.55057693434
1.898,-0.60416,-11.0,0.0044,1167.812753187409,4477.344573234985
1.899,-0.57616,26.2,0.01048,879.9164426928935,5313.884500614358
1.9,-0.6137600000000001,-33.4,0.013359999999999999,730.0215450907972,9371.251461988304
1.901,-0.5977600000000001,32.8,0.01312,2932.1666208700117,8637.418902332109
1.902,-0.5976,-26.0,0.0104,3958.1753865572664,7379.834092767848
1.903,-0.5904,49.8,0.01992,2148.2123547921697,8358.00782390378
1.904,-0.59408,-4.0,0.0016,1925.3289551114567,6052.754435107377
1.905,-0.57872,10.2,0.004079999999999999,2078.1094401694977,3488.107319918344
1.906,-0.60256,-4.4,0.00176,1727.6493259444321,6723.936108196338
1.907,-0.58928,-33.6,0.01344,2229.207285180518,12533.846064207888
1.908,-0.6008,37.0,0.0148,990.5941171845739,5564.523643139995
1.909,-0.59104,-12.6,0.00504,1695.880934172383,5510.296257493743
1.91,-0.57328,21.4,0.00856,1224.1867151546162,4333.705642815591
1.911,-0.5896,42.8,0.01712,1953.3098698830925,5245.979417407988
1.912,-0.59312,-29.4,0.01176,2662.0390632750355,12016.759646675966
1.913,-0.60224,-38.0,0.0152,3205.4290789130873,6881.10588371958
1.914,-0.5945600000000001,1.0,0.0004,1320.1594003669459,9471.380471380471
1.915,-0.6032,-8.2,0.00328,1598.7868513961132,11296.756599941977
1.916,-0.58048,-44.2,0.01768,1554.3090477387311,3131.268847135236
